"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"2032",8430,"1",22,"1","2","1","3","1",2100,"1","2","2","1","3","1",900,"1","1","1",60,"4","1","1","1","1","3","1","1","3","3","1","1","1","1","1","6","1","1","ES","1","1","3","1","1","1","2","2","2","2","1","2","1","2","5","7","2","Yacuiba","96",0.339074066756288,"3"
"2033",8431,"1",47,"1","2","2","9","1",1200,"1","1","2","1","3","1",450,"1","1","2",30,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","NP","2","5","2","1","1","1","2","2","2","2","1","1","1","2","5","7","2","Yacuiba","96",0.339074066756288,"2"
"2034",8432,"1",33,"1","2","2","9","1",2000,"1","2","2","1","3","1",400,"1","1","1",30,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","NP","2","5","2","1","1","1","2","2","2","2","1","1","2","2","5","7","2","Yacuiba","96",0.339074066756288,"1"
"2035",8433,"1",36,"1","2","2","9","1",1800,"1","1","2","1","3","1",350,"1","1","2",80,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","NP","1","5","2","1","1","1","2","2","1","2","1","1","2","2","5","7","2","Yacuiba","96",0.339074066756288,"1"
"2036",8434,"1",45,"1","2","2","9","1",700,"1","1","2","2","3","1",500,"1","1","2",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","NP","1","1","2","1","1","1","2","2","2","2","2","1","2","2","7","7","2","Yacuiba","96",0.339074066756288,"1"
"2037",8435,"1",23,"1","2","1","4","1",500,"1","1","2","1","3","1",900,"1","1","3",30,"4","1","4","1","1","4","1","1","4","4","5","5","5","1","1","6","1","1","ES","2","5","2","1","1","1","2","2","2","2","1","1","1","2","4","7","2","Yacuiba","96",0.339074066756288,"2"
"2038",8436,"1",19,"1","2","2","9","1",1300,"1","1","2","1","3","1",700,"1","1","2",50,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","CP","3","5","3","1","1","1","2","2","2","2","1","1","2","2","2","7","2","Yacuiba","96",0.339074066756288,"2"
"2039",8437,"1",16,"1","2","1","6","1",2500,"4","1","2","1","3","1",800,"1","1","1",10,"4","1","1","1","1","1","1","1","1","1","1","4","4","4","1","2","1","1","ES","1","1","2","1","1","1","2","2","2","2","1","1","2","2","6","7","2","Yacuiba","96",0.339074066756288,"1"
"2040",8438,"1",28,"1","2","1","3","1",2800,"1","1","2","1","2","1",600,"1","1","2",30,"4","1","1","1","1","1","1","2","2","2","2","2","2","2","2","6","2","1","NP","2","2","2","1","1","1","2","2","2","2","1","1","2","2","6","7","2","Yacuiba","96",0.339074066756288,"2"
"2041",8439,"1",25,"1","2","2","9","1",500,"2","2","2","1","3","1",1200,"1","1","1",50,"4","1","1","1","5","2","1","2","2","2","1","2","2","2","1","6","2","1","AS","1","2","2","1","1","1","2","2","2","2","1","1","2","2","8","7","2","Yacuiba","96",0.339074066756288,"1"
"2042",8440,"1",35,"1","2","1","5","1",1200,"2","1","2","2","2","1",1000,"8","1","3",9,"1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","6","1","1","ES","1","1","1","1","1","1","1","2","2","2","1","1","2","2","7","7","2","Yacuiba","96",0.339074066756288,"2"
"2043",8441,"1",48,"1","2","1","4","1",2150,"1","2","2","1","3","1",1300,"1","1","2",20,"5","1","1","1","1","1","1","2","2","2","2","2","2","2","1","7","2","1","AS","7","1","2","1","1","1","2","2","2","2","1","1","2","2","6","7","2","Yacuiba","96",0.339074066756288,"2"
"2044",8442,"1",25,"1","2","2","2","1",1600,"1","2","2","1","3","1",800,"1","1","2",20,"4","1","1","1","1","1","1","2","2","2","5","5","5","5","2","7","2","1","AC","7","1","2","1","1","1","2","2","2","2","2","1","2","2","4","7","2","Yacuiba","96",0.339074066756288,"2"
"2045",8443,"1",19,"1","2","2","2","1",2150,"1","2","2","1","3","1",1200,"1","2","3",100,"4","1","1","1","1","1","5","5","5","5","5","5","5","5","1","6","1","1","ES","1","1","2","1","1","1","2","2","2","2","1","1","2","2","8","7","2","Yacuiba","96",0.339074066756288,"1"
"2046",8444,"1",23,"1","2","1","5","1",1350,"4","2","2","1","3","1",600,"1","1","1",20,"4","1","1","1","1","1","1","6","6","6","6","5","5","5","2","6","2","1","AC","6","1","2","1","1","1","2","2","2","2","2","1","2","2","4","7","2","Yacuiba","96",0.339074066756288,"2"
"2047",8445,"1",17,"1","2","2","2","1",2000,"4","2","2","1","3","1",700,"1","1","1",20,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","SN","2","2","2","1","1","1","2","2","2","2","2","1","2","2","6","7","2","Yacuiba","96",0.339074066756288,"1"
"2048",8446,"1",16,"1","2","1","5","1",1400,"2","1","1","1","3","1",400,"2","1","1",30,"4","1","1","1","5","5","1","2","2","2","5","5","5","6","1","2","1","1","ES","6","1","2","1","1","1","2","2","2","2","1","1","2","2","8","7","2","Yacuiba","96",0.339074066756288,"2"
"2049",8447,"1",22,"1","2","1","5","1",2000,"4","1","2","2","3","1",700,"1","1","2",30,"3","1","1","1","6","7","1","6","1","3","1","2","1","6","2","6","1","1","ES","3","1","1","1","1","1","2","2","2","2","1","1","2","2","8","7","2","Yacuiba","96",0.339074066756288,"2"
"2050",8448,"1",49,"1","2","1","4","1",1600,"4","2","2","1","3","1",1700,"1","1","2",50,"5","1","1","1","1","1","1","5","5","5","2","2","2","2","2","7","2","1","AS","6","1","2","1","1","1","2","2","2","2","1","1","2","2","5","7","2","Yacuiba","96",0.339074066756288,"2"
"2051",8449,"1",24,"1","2","1","3","1",700,"4","1","2","1","3","1",750,"1","1","2",60,"3","1","1","1","1","1","1","3","3","3","3","3","3","3","1","3","2","1","CP","1","1","2","1","1","1","2","2","2","2","1","1","2","2","6","7","2","Yacuiba","96",0.339074066756288,"1"
"2052",8451,"1",17,"1","2","2","2","1",700,"1","2","2","1","3","1",450,"1","1","1",100,"3","3","1","6","1","1","1","1","2","2","3","2","5","2","1","2","1","1","ES","1","2","1","1","2","1","2","2","2","2","1","1","2","2","6","7","2","Carapari","12",0.339074066756288,"1"
"2053",8452,"1",20,"1","2","1","7","1",3000,"1","1","2","1","2","1",1500,"3","1","3",70,"4","1","1","1","5","1","6","6","1","1","1","1","1","6","1","6","1","1","ES","2","1","1","1","1","1","2","2","1","2","1","2","2","2","4","7","2","Carapari","12",0.339074066756288,"2"
"2054",8453,"1",40,"1","2","2","9","1",2150,"1","2","2","2","3","1",400,"1","1","2",150,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","3","1","AS","1","1","1","1","2","1","2","2","2","2","1","1","2","2","4","7","2","Carapari","12",0.339074066756288,"1"
"2055",8454,"1",47,"1","2","1","3","1",1500,"1","2","2","1","1","1",1900,"1","1","2",120,"4","1","6","2","6","5","2","6","1","2","2","2","2","2","2","3","3","1","CP","3","2","1","1","1","1","2","2","2","2","2","1","2","2","2","7","2","Carapari","12",0.339074066756288,"2"
"2056",8455,"1",23,"1","2","2","9","1",4000,"1","1","2","1","3","1",1400,"1","1","1",150,"4","1","1","2","2","1","1","1","1","1","1","1","1","1","2","3","2","1","AC","3","2","1","1","1","1","2","2","2","2","2","2","2","2","2","7","2","Carapari","12",0.339074066756288,"2"
"2057",8456,"1",27,"1","2","2","9","1",1500,"1","1","2","2","3","1",300,"1","1","1",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","CP","3","2","1","1","1","1","2","2","2","2","1","1","2","2","4","7","2","Carapari","12",0.339074066756288,"1"
"2058",8457,"1",27,"1","2","1","8","1",3500,"1","2","2","1","3","1",150,"1","2","3",150,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","AC","3","2","2","1","1","1","2","2","2","2","1","1","2","2","4","7","2","Carapari","12",0.339074066756288,"2"
"2059",8458,"1",35,"1","2","1","8","1",2100,"1","1","2","1","3","1",1000,"1","1","1",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","CP","6","2","1","1","1","1","2","2","2","2","2","3","2","2","3","7","2","Carapari","12",0.339074066756288,"2"
"2060",8459,"1",18,"1","2","2","1","1",1000,"4","1","2","1","3","1",900,"1","1","3",20,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","ES","2","5","1","1","1","1","2","2","2","2","1","2","2","2","5","7","2","Carapari","12",0.339074066756288,"1"
"2061",8460,"1",47,"1","2","1","8","1",1500,"1","2","2","1","3","1",1300,"1","1","2",50,"3","1","1","1","2","1","2","1","2","2","1","2","1","1","1","3","2","1","SB","3","4","1","1","1","1","2","2","2","2","1","1","2","2","5","7","2","Carapari","12",0.339074066756288,"2"
"2062",8501,"1",17,"1","2","1","2","1",500,"1","1","2","1","2","1",1000,"1","1","2",50,"5","1","1","1","6","5","2","2","1","2","2","1","1","6","2","2","1","1","ES","3","1","1","1","1","1","2","2","2","2","1","1","2","2","4","7","3","El Común","26",0.416121729424244,"2"
"2063",8502,"1",25,"1","2","1","3","1",2000,"1","1","2","1","2","1",1500,"1","2","2",100,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","1","AC","3","2","1","1","1","1","2","2","1","2","1","1","2","2","3","7","3","El Común","26",0.416121729424244,"2"
"2064",8503,"1",50,"1","2","1","2","1",3500,"1","1","2","1","2","1",390,"1","1","2",100,"2","1","1","1","1","1","1","2","2","1","1","1","2","1","2","3","2","1","AC","3","1","1","1","1","1","2","2","2","2","1","3","2","2","6","7","3","El Común","26",0.416121729424244,"2"
"2065",8504,"1",31,"1","2","1","7","1",4500,"1","1","2","1","2","1",1800,"1","1","2",200,"4","1","1","1","1","6","2","6","6","2","2","1","2","6","2","7","2","1","AS","1","1","5","1","2","1","2","2","2","2","1","1","2","2","4","7","3","El Común","26",0.416121729424244,"2"
"2066",8505,"1",24,"1","2","1","7","1",3000,"1","1","2","1","3","1",1200,"1","1","3",50,"3","1","1","1","2","6","1","1","1","1","1","1","1","5","2","5","2","1","AS","4","1","4","1","1","1","2","2","1","2","2","1","2","2","5","7","3","El Común","26",0.416121729424244,"3"
"2067",8506,"1",17,"1","2","2","2","1",1500,"1","1","1","1","3","1",1800,"1","1","1",10,"4","1","2","6","6","6","6","6","1","1","1","1","1","1","2","2","1","1","ES","1","5","1","1","2","1","2","2","2","2","1","1","2","2","7","7","3","El Común","26",0.416121729424244,"1"
"2068",8507,"1",35,"1","2","1","7","1",900,"1","1","2","1","3","1",1200,"1","1","3",150,"5","1","1","2","6","6","2","6","1","2","3","1","1","1","2","4","2","1","AS","2","1","3","1","2","1","2","2","2","2","2","1","2","2","4","7","3","El Común","26",0.416121729424244,"2"
"2069",8508,"1",25,"1","2","1","4","1",3500,"1","2","2","2","3","1",1200,"1","1","1",20,"4","1","1","6","3","6","2","6","1","3","1","1","1","1","1","6","1","1","CP","2","5","2","1","2","1","2","2","2","2","2","1","2","2","5","7","3","El Común","26",0.416121729424244,"2"
"2070",8509,"1",50,"1","2","2","9","1",1400,"1","2","2","1","3","1",1000,"1","1","2",20,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","AC","3","5","1","1","2","1","2","2","2","2","1","1","2","2","2","7","3","El Común","26",0.416121729424244,"1"
"2071",8510,"1",35,"1","2","1","1","1",1800,"1","1","2","1","3","1",900,"1","1","2",180,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","CP","1","5","2","1","2","1","2","2","2","2","1","1","2","2","5","7","3","El Común","26",0.416121729424244,"1"
"2072",8511,"1",20,"1","2","2","3","2",2700,"6","2","2","2","3","1",1800,"1","1","1",30,"3","1","1","1","1","6","2","1","1","1","1","1","1","1","1","2","2","1","CP","2","5","2","1","2","1","2","2","2","2","2","1","2","2","2","7","3","El Común","26",0.416121729424244,"1"
"2073",8512,"1",50,"1","2","1","9","1",1500,"1","1","2","1","2","1",1000,"1","1","2",30,"3","1","1","1","1","6","2","1","1","1","1","1","1","1","1","5","3","1","AS","5","1","4","1","2","1","2","2","2","2","2","2","2","2","5","7","3","El Común","26",0.416121729424244,"3"
"2074",8513,"1",44,"1","2","1","1","1",1300,"2","2","1","1","2","1",1500,"1","1","1",50,"3","1","1","6","6","6","1","6","1","1","1","1","1","1","1","3","2","1","CP","3","5","2","1","2","1","2","2","2","2","1","1","2","2","4","7","3","El Común","26",0.416121729424244,"2"
"2075",8514,"1",50,"1","2","1","9","1",900,"2","2","1","1","2","1",800,"1","1","1",30,"4","1","1","1","1","1","1","6","1","1","1","2","1","1","1","3","2","1","CP","3","5","2","1","2","1","2","2","2","2","2","1","2","2","7","7","3","El Común","26",0.416121729424244,"2"
"2076",8515,"1",50,"1","2","2","9","1",800,"1","2","1","1","3","1",500,"1","1","1",30,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","4","1","CP","2","5","2","1","2","1","2","2","2","2","1","1","2","2","6","7","3","El Común","26",0.416121729424244,"1"
"2077",8516,"1",23,"1","2","2","9","1",1500,"2","1","2","2","3","1",1800,"1","1","2",30,"4","1","1","6","6","6","1","6","1","2","1","1","1","1","1","6","1","1","AS","1","1","2","1","2","1","2","2","2","2","2","1","2","2","5","7","3","El Común","26",0.416121729424244,"1"
"2078",8517,"1",35,"1","2","1","6","1",700,"1","1","2","1","2","1",1300,"1","1","2",50,"3","1","1","1","1","1","1","1","4","1","4","4","4","4","1","5","2","1","CP","5","5","2","1","2","1","2","2","2","2","1","1","2","2","3","7","3","El Común","26",0.416121729424244,"2"
"2079",8518,"1",36,"1","2","2","9","1",650,"1","2","1","1","3","1",600,"1","1","2",30,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","AC","1","5","2","1","2","1","2","2","2","2","1","1","1","2","7","7","3","El Común","26",0.416121729424244,"1"
"2080",8519,"1",38,"1","2","2","9","1",500,"1","1","2","1","3","1",2000,"1","1","2",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","1","AS","3","1","3","1","2","1","2","2","2","2","2","1","2","2","4","7","3","El Común","26",0.416121729424244,"2"
"2081",8520,"1",24,"1","2","2","9","1",500,"1","1","2","1","3","1",600,"1","2","1",150,"3","1","1","4","1","1","1","1","4","4","1","1","1","1","2","4","1","1","EM","1","5","3","1","2","1","2","2","2","2","1","1","2","2","3","7","3","El Común","26",0.416121729424244,"1"
"2082",8521,"1",50,"1","2","2","9","1",1500,"1","1","2","1","3","1",1200,"1","1","2",40,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","4","1","NP","2","5","1","1","2","1","2","2","2","2","1","1","2","2","1","7","3","El Común","26",0.416121729424244,"1"
"2083",8522,"1",47,"1","2","2","9","1",6380,"1","1","2","1","3","1",350,"1","1","1",30,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","AC","2","5","3","1","2","1","2","2","2","2","1","0","1","2","6","7","3","El Común","26",0.416121729424244,"2"
"2084",8523,"1",24,"1","2","2","9","1",1200,"1","1","2","1","3","1",380,"1","1","2",50,"3","1","1","1","1","1","1","1","1","3","3","1","1","1","2","1","1","1","AC","2","1","2","1","2","1","2","2","2","2","1","0","2","2","4","7","3","El Común","26",0.416121729424244,"1"
"2085",8524,"1",49,"1","2","2","9","1",700,"1","1","2","1","3","1",350,"1","1","2",40,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","NP","1","1","2","1","2","1","2","2","2","2","1","0","2","2","3","7","3","El Común","26",0.416121729424244,"1"
"2086",8525,"1",25,"1","2","2","9","1",600,"1","1","2","2","3","1",1000,"1","1","2",20,"4","1","1","1","1","1","1","2","2","2","2","1","1","1","2","3","2","1","AC","2","2","2","1","2","2","2","2","2","2","2","0","2","2","5","7","3","El Común","26",0.416121729424244,"1"
"2087",8526,"1",34,"1","2","2","2","1",600,"1","1","2","1","3","1",300,"1","1","2",50,"3","1","1","1","1","1","1","2","2","2","2","2","2","2","1","3","2","1","CP","3","1","1","1","2","1","2","2","2","2","1","0","2","2","5","7","3","El Común","26",0.416121729424244,"1"
"2088",8527,"1",48,"1","2","2","9","1",600,"1","2","2","1","3","1",1100,"1","1","2",30,"3","1","1","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","CP","2","5","1","1","2","1","2","2","2","2","1","0","2","2","5","7","3","El Común","26",0.416121729424244,"1"
"2089",8528,"1",47,"1","2","1","5","1",1400,"1","1","2","1","2","1",1200,"1","1","2",50,"3","1","1","1","1","1","1","1","1","1","4","4","3","3","2","7","2","1","AS","1","1","3","1","2","1","2","2","2","2","1","0","2","2","3","7","3","El Común","26",0.416121729424244,"2"
"2090",8529,"1",46,"1","2","2","9","1",1000,"1","1","2","1","3","1",1200,"1","1","2",30,"4","1","1","1","1","1","1","3","3","3","2","2","2","2","1","1","4","1","EM","1","1","1","1","2","1","2","2","2","2","1","0","2","2","6","7","3","El Común","26",0.416121729424244,"1"
"2091",8530,"1",18,"1","2","2","1","1",600,"4","1","2","1","3","1",1300,"1","1","1",40,"3","1","5","5","5","7","6","6","6","6","6","1","1","1","2","3","1","1","ES","1","1","1","1","2","1","2","2","2","2","1","0","2","2","6","7","3","El Común","26",0.416121729424244,"1"
"2092",8531,"1",19,"1","2","2","3","1",1100,"2","1","2","1","3","1",1200,"1","1","1",30,"3","1","1","1","1","1","1","1","1","1","1","2","2","2","1","3","1","1","ES","1","1","2","1","2","1","2","2","2","2","1","0","2","2","4","7","3","El Común","26",0.416121729424244,"1"
"2093",8601,"1",25,"1","2","2","9","1",400,"1","1","2","2","3","1",800,"1","1","1",90,"4","1","2","2","2","2","2","1","1","1","1","1","1","1","1","6","1","1","CP","1","1","1","1","2","2","2","2","2","2","1","1","2","2","6","8","1","Trinidad","83",0.282388815907517,"1"
"2094",8602,"1",53,"1","2","2","9","1",400,"1","1","2","1","3","1",900,"1","1","2",80,"4","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","2","1","NP","1","1","2","1","2","1","2","2","2","2","1","1","2","2","5","8","1","Trinidad","83",0.282388815907517,"1"
"2095",8603,"1",24,"1","2","2","9","1",3000,"1","1","2","1","3","1",1850,"1","1","2",150,"4","1","1","1","1","1","1","6","6","6","6","6","6","6","2","6","2","1","AC","7","1","3","1","2","2","1","2","2","2","1","2","2","2","4","8","1","Trinidad","83",0.282388815907517,"3"
"2096",8605,"1",21,"1","2","1","7","1",1200,"1","2","2","1","1","1",2000,"1","1","1",50,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","AS","1","1","2","1","2","1","2","2","2","2","1","2","1","2","4","8","1","Trinidad","83",0.282388815907517,"2"
"2097",8606,"1",39,"1","1","1","7","1",1000,"1","1","2","1","3","1",350,"1","1","3",70,"3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","NP","2","1","2","1","2","2","2","2","2","2","1","2","2","2","5","8","1","Trinidad","83",0.282388815907517,"2"
"2098",8607,"1",26,"1","2","2","9","1",2000,"1","2","2","2","3","1",1600,"1","1","3",150,"3","1","1","1","1","1","1","6","6","6","6","6","6","6","2","3","2","1","AC","5","1","1","1","2","1","1","2","2","2","1","2","2","2","4","8","1","Trinidad","83",0.282388815907517,"2"
"2099",8608,"1",47,"1","2","2","9","1",750,"1","1","2","1","3","1",450,"1","1","2",50,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","AC","1","1","1","1","2","1","2","2","2","2","1","1","2","2","7","8","1","Trinidad","83",0.282388815907517,"1"
"2100",8609,"1",17,"1","2","2","9","1",600,"1","1","2","1","3","1",750,"1","1","2",90,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","ES","3","1","1","1","2","2","2","2","2","1","2","1","2","2","4","8","1","Trinidad","83",0.282388815907517,"1"
"2101",8610,"1",56,"1","2","2","9","1",400,"1","1","2","1","3","1",650,"1","1","1",80,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","AC","1","2","1","1","2","1","2","2","2","2","2","1","2","2","7","8","1","Trinidad","83",0.282388815907517,"1"
"2102",8611,"1",36,"1","1","1","6","1",700,"1","1","2","1","2","1",900,"1","1","3",80,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","2","1","AS","4","1","3","1","2","2","2","2","2","2","1","2","2","2","8","8","1","Trinidad","83",0.282388815907517,"2"
"2103",8612,"1",16,"1","2","2","2","1",1500,"1","1","2","2","3","1",1200,"1","1","1",100,"4","1","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","1","ES","1","1","2","1","2","1","2","2","2","2","1","1","2","2","2","8","1","Trinidad","83",0.282388815907517,"1"
"2104",8613,"1",29,"1","2","2","9","1",4500,"1","1","2","2","3","1",700,"1","1","1",150,"4","1","1","1","1","1","1","6","6","6","6","6","6","6","2","3","2","1","AS","6","1","1","1","2","1","2","2","2","2","2","1","2","2","5","8","1","Trinidad","83",0.282388815907517,"1"
"2105",8614,"1",18,"1","1","1","4","1",2500,"1","1","2","1","2","1",600,"1","1","3",90,"3","1","1","1","1","1","1","6","6","6","6","6","6","6","1","3","1","1","ES","7","1","3","1","1","2","2","2","2","2","1","3","2","2","7","8","1","Trinidad","83",0.282388815907517,"3"
"2106",8615,"1",40,"1","1","1","7","1",2000,"1","1","2","1","3","1",1500,"1","2","1",120,"4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","1","NP","3","1","2","1","2","2","2","2","2","2","1","2","2","2","6","8","1","Trinidad","83",0.282388815907517,"2"
"2107",8616,"1",28,"1","2","1","4","1",1200,"1","2","2","2","2","1",1700,"1","1","1",200,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","CP","6","1","3","2","2","1","1","2","2","2","2","1","2","2","5","8","1","Trinidad","83",0.282388815907517,"3"
"2108",8617,"1",25,"1","2","2","9","1",2350,"1","2","2","2","3","1",1500,"1","1","2",80,"4","1","1","1","1","1","1","1","2","1","1","3","6","2","1","6","1","1","ES","6","1","1","1","2","1","1","2","2","2","2","2","2","2","7","8","1","Trinidad","83",0.282388815907517,"2"
"2109",8618,"1",23,"1","2","1","8","1",2100,"4","1","2","2","3","1",900,"6","1","2",70,"1","1","1","1","1","1","1","1","3","2","4","6","5","5","1","4","1","1","ES","1","1","2","2","1","2","1","2","2","2","2","1","2","2","3","8","1","Trinidad","83",0.282388815907517,"2"
"2110",8619,"1",24,"1","2","1","8","1",3000,"2","2","2","2","3","1",1300,"1","1","2",100,"3","1","2","2","3","1","1","2","1","6","1","5","6","3","1","6","1","1","ES","6","2","1","1","2","1","2","2","2","2","2","1","2","2","5","8","1","Trinidad","83",0.282388815907517,"2"
"2111",8620,"1",38,"1","2","1","4","1",1000,"1","2","2","2","3","1",1300,"1","1","1",150,"3","1","1","1","1","1","1","1","3","3","3","6","5","5","1","3","2","1","CP","3","1","2","2","1","2","1","2","2","2","2","1","2","2","7","8","1","Trinidad","83",0.282388815907517,"3"
"2112",8621,"1",44,"1","2","2","5","1",2000,"1","1","2","2","3","1",200,"1","1","1",50,"4","1","1","2","1","3","3","1","1","1","1","1","1","1","1","4","2","1","AS","6","1","2","1","1","1","2","2","2","1","1","1","2","2","5","8","1","Trinidad","83",0.282388815907517,"1"
"2113",8622,"1",45,"1","2","2","9","1",1200,"1","1","2","1","3","1",900,"1","1","1",150,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","AC","1","1","2","1","2","1","2","2","2","2","1","1","2","2","5","8","1","Trinidad","83",0.282388815907517,"1"
"2114",8623,"1",28,"1","2","2","9","1",2100,"4","1","1","2","3","1",1100,"1","1","1",100,"3","1","1","2","3","1","3","5","1","3","4","3","3","3","2","7","1","1","SB","6","1","1","1","1","1","2","2","2","2","2","1","2","2","3","8","1","Trinidad","83",0.282388815907517,"1"
"2115",8624,"1",32,"1","2","2","9","1",2100,"4","1","2","2","3","1",600,"1","1","3",50,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","6","1","1","SB","1","1","2","2","1","1","2","2","2","2","2","1","2","2","2","8","1","Trinidad","83",0.282388815907517,"1"
"2116",8625,"1",24,"1","2","1","4","1",3500,"4","1","2","2","3","1",1950,"1","1","2",150,"3","1","1","1","3","3","1","1","1","1","1","3","1","6","2","6","1","1","ES","6","2","1","2","2","1","2","2","2","2","2","1","2","2","6","8","1","Trinidad","83",0.282388815907517,"2"
"2117",8626,"1",22,"1","2","1","8","1",1500,"4","1","2","2","3","1",500,"1","1","1",100,"3","1","1","1","2","3","1","6","1","1","1","1","1","6","1","6","1","1","ES","3","1","2","1","2","1","2","2","2","2","2","1","2","2","6","8","1","Trinidad","83",0.282388815907517,"2"
"2118",8627,"1",45,"1","2","2","9","1",1300,"1","2","2","2","3","1",850,"1","1","1",100,"3","1","1","1","1","1","1","1","1","1","1","1","1","6","2","3","2","1","NP","1","1","2","2","2","1","2","2","2","2","2","1","2","2","5","8","1","Trinidad","83",0.282388815907517,"1"
"2119",8628,"1",38,"1","2","2","2","2",1000,"1","2","2","2","3","1",1200,"1","1","2",100,"3","1","1","1","1","1","1","1","1","1","1","1","5","5","2","2","2","1","AS","2","2","2","2","2","1","2","2","2","2","2","1","2","2","8","8","1","Trinidad","83",0.282388815907517,"1"
"2120",8629,"1",19,"1","2","1","7","1",1800,"1","1","2","2","3","1",1100,"1","1","2",150,"4","1","1","3","3","2","2","5","1","3","5","7","5","5","2","6","1","1","ES","2","1","2","2","2","1","1","2","2","2","2","1","2","2","6","8","1","Trinidad","83",0.282388815907517,"2"
"2121",8630,"1",36,"1","2","2","9","1",1200,"1","2","2","2","3","1",800,"1","1","2",150,"3","1","1","1","1","1","1","1","1","1","5","1","5","5","2","6","2","1","CP","3","2","2","2","2","1","2","2","2","2","2","1","2","2","3","8","1","Trinidad","83",0.282388815907517,"1"
"2122",8631,"1",16,"1","2","2","8","1",1500,"1","1","2","2","3","1",1200,"1","1","2",200,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","ES","2","1","2","2","2","1","1","2","1","2","2","1","2","2","6","8","1","Trinidad","83",0.282388815907517,"2"
"2123",8632,"1",38,"1","2","1","9","1",1800,"1","2","2","2","3","1",110,"1","1","2",30,"4","1","1","4","1","1","4","1","4","4","3","2","5","2","1","4","1","1","CP","8","2","2","2","2","2","2","2","2","2","2","1","2","1","5","8","1","Trinidad","83",0.282388815907517,"3"
"2124",8633,"1",60,"1","2","2","9","1",950,"1","2","2","2","3","1",800,"1","1","2",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","4","1","NP","2","1","2","2","2","1","1","2","2","2","2","1","2","2","6","8","1","Trinidad","83",0.282388815907517,"2"
"2125",8634,"1",21,"1","1","2","9","1",3000,"4","2","1","1","3","1",1200,"1","1","1",100,"5","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","4","1","AS","3","1","3","1","2","1","1","1","1","1","1","1","2","2","4","8","1","Trinidad","83",0.282388815907517,"3"
"2126",8635,"1",37,"1","1","2","9","1",1700,"2","2","2","1","3","1",4000,"1","1","2",100,"3","2","1","1","6","1","1","1","2","3","2","3","1","1","1","4","3","1","AS","4","1","2","1","2","1","1","2","2","2","1","1","2","2","5","8","1","Trinidad","83",0.282388815907517,"2"
