"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"871",10397,"1",46,"1","2","2","9","1",850,"1","1","2","1","3","1",1000,"1","1","2",45,"4","1","1","1","1","1","1","3","3","3","2","2","2","2","1","1","4","1","EM","1","1","1","1","2","1","2","2","2","2","1","0","2","2","6","3","2","Vinto","92",1.07516720254002,"1"
"872",10398,"1",18,"1","2","2","2","1",450,"4","1","2","1","3","1",1600,"1","1","1",55,"3","1","5","5","5","7","6","6","6","6","6","1","1","1","2","3","1","1","ES","1","1","1","1","2","1","2","2","2","2","1","0","2","2","6","3","2","Vinto","92",1.07516720254002,"1"
"873",10401,"1",45,"1","2","1","6","1",6750,"4","2","2","1","1","1",2300,"1","1","2",45,"3","1","5","5","5","5","5","6","7","3","3","3","3","6","1","4","2","1","PI","4","1","3","1","1","1","2","2","1","2","2","4","2","2","5","3","3","Villomilla","91",1.31947700990873,"3"
"874",10402,"1",30,"1","2","1","1","1",5750,"2","1","2","1","1","1",2000,"1","1","2",140,"4","1","1","3","5","1","5","5","5","5","5","5","5","5","1","4","2","1","CP","4","1","3","1","1","1","2","2","2","2","1","2","2","2","4","3","3","Villomilla","91",1.31947700990873,"3"
"875",10404,"1",20,"1","2","1","6","1",1350,"1","2","2","1","2","1",750,"1","1","3",5,"4","1","1","6","1","1","1","5","1","1","5","5","1","1","2","2","1","1","ES","3","1","2","1","1","1","2","2","1","2","1","1","2","2","7","3","3","Villomilla","91",1.31947700990873,"2"
"876",10411,"1",24,"1","2","2","9","1",1300,"2","2","2","1","3","1",1000,"1","1","1",50,"4","1","3","3","1","2","6","1","2","1","2","2","1","1","2","6","1","1","ES","1","1","4","1","1","1","2","2","1","2","1","1","2","2","5","3","3","Sunchu Pampa","79",1.31947700990873,"2"
"877",10417,"1",18,"1","1","1","7","1",3950,"2","2","1","1","2","1",4000,"1","1","3",60,"4","1","6","6","6","6","6","6","1","1","1","1","1","6","1","3","1","1","ES","3","1","1","1","1","1","1","1","1","2","1","3","2","2","7","3","2","Sipe Sipe","77",1.07516720254002,"4"
"878",10423,"1",24,"1","2","2","9","1",1950,"4","2","2","2","3","1",1400,"1","1","2",50,"4","1","1","5","6","1","3","1","1","1","3","3","3","1","2","3","2","1","CP","2","1","3","1","1","1","2","2","1","2","2","1","2","2","3","3","2","Sipe Sipe","77",1.07516720254002,"2"
"879",10425,"1",23,"1","2","2","9","1",700,"4","2","2","1","3","1",800,"1","1","2",50,"5","1","6","6","6","6","6","6","1","3","2","2","3","3","2","3","2","1","AC","3","2","2","1","1","1","2","2","2","2","2","2","2","2","4","3","2","Shinahota","76",1.07516720254002,"2"
"880",10428,"1",20,"1","2","2","9","1",1550,"1","2","2","1","3","1",900,"1","1","2",55,"5","1","6","6","1","1","1","2","2","2","2","2","2","2","1","3","1","1","ES","1","5","2","1","1","1","2","2","2","2","2","1","2","2","5","3","2","Shinahota","76",1.07516720254002,"1"
"881",10429,"1",23,"1","2","1","2","1",3500,"6","2","2","2","3","1",1500,"1","1","2",90,"5","1","6","6","1","1","1","6","2","2","2","2","2","2","2","4","1","1","CP","4","2","2","1","1","1","2","2","2","2","2","3","2","2","6","3","2","Shinahota","76",1.07516720254002,"2"
"882",10430,"1",17,"1","2","2","9","1",1850,"1","2","2","1","3","1",1680,"1","1","2",65,"3","1","1","6","6","6","6","6","1","1","1","1","1","1","2","2","1","1","ES","1","5","2","1","1","2","2","2","2","2","1","1","1","2","6","3","2","Shinahota","76",1.07516720254002,"1"
"883",10431,"1",26,"1","2","2","9","1",2200,"1","2","2","1","3","1",800,"1","1","2",30,"4","1","1","1","1","1","1","2","1","1","1","1","1","1","1","3","2","1","NP","3","2","2","1","2","1","2","2","2","2","1","1","2","2","4","3","3","Sauce Rancho","75",1.31947700990873,"1"
"884",10438,"1",28,"1","2","1","3","1",2500,"1","2","2","1","2","1",120,"1","2","2",190,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","1","1","CP","2","2","2","1","2","1","2","2","1","2","1","1","2","2","4","3","3","Sauce Rancho","75",1.31947700990873,"2"
"885",10439,"1",36,"1","2","1","2","1",3350,"1","2","2","1","2","1",1800,"1","1","1",60,"4","1","1","1","1","1","1","1","1","1","1","1","1","5","2","7","2","1","PI","7","1","4","1","1","1","2","2","1","2","1","2","1","2","5","3","3","Sauce Rancho","75",1.31947700990873,"3"
"886",10441,"1",40,"1","2","1","2","1",550,"1","2","2","1","3","1",710,"1","1","1",252,"3","1","1","1","8","1","1","1","1","1","1","6","1","6","1","3","2","1","CP","3","1","2","1","2","1","2","2","2","2","2","1","1","2","5","3","3","Sauce Rancho","75",1.31947700990873,"2"
"887",10442,"1",27,"1","2","2","9","1",1150,"1","2","2","1","3","1",800,"1","1","2",65,"2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","1","1","CP","1","1","2","1","2","1","2","2","1","2","2","1","2","2","7","3","3","Sauce Rancho","75",1.31947700990873,"1"
"888",10445,"1",20,"1","2","2","3","1",1550,"2","2","2","1","3","1",1500,"1","1","1",30,"3","1","1","1","1","1","2","1","1","1","5","2","1","5","1","6","1","1","ES","6","2","2","1","1","1","2","2","1","2","2","1","2","2","4","3","3","Sauce Rancho","75",1.31947700990873,"2"
"889",10447,"1",20,"1","2","2","9","1",1100,"6","2","2","1","3","1",1050,"1","1","2",95,"5","1","6","6","6","6","6","6","1","1","1","1","5","1","2","3","1","1","ES","1","5","2","1","1","2","2","2","2","2","1","1","1","2","6","3","3","Sauce Rancho","75",1.31947700990873,"1"
"890",10448,"1",20,"1","2","2","9","1",1900,"6","2","2","1","3","1",500,"1","1","1",35,"4","1","6","6","5","5","5","5","2","2","2","2","2","2","2","3","2","1","AC","1","1","2","1","2","1","2","2","2","2","2","1","2","2","4","3","3","Sauce Rancho","75",1.31947700990873,"1"
"891",10449,"1",50,"1","2","2","9","1",3900,"1","1","2","1","3","1",350,"1","1","2",50,"4","1","1","1","1","1","1","5","1","1","1","2","3","5","1","3","2","1","AS","2","2","2","1","1","1","2","2","1","2","1","2","1","2","5","3","2","San Benito","62",1.07516720254002,"2"
"892",10453,"1",21,"1","2","2","9","1",1900,"1","1","2","1","3","1",1200,"1","1","2",50,"5","1","7","6","6","6","6","1","1","1","1","1","1","1","1","3","1","1","CP","1","2","2","1","1","1","2","2","2","2","1","1","1","2","6","3","2","San Benito","62",1.07516720254002,"1"
"893",10454,"1",23,"1","2","2","9","1",2400,"5","2","2","1","3","1",750,"1","1","1",10,"2","1","1","6","6","6","6","6","1","1","1","1","1","1","2","6","1","1","ES","1","5","3","1","1","1","2","2","2","2","1","1","1","2","6","3","2","San Benito","62",1.07516720254002,"2"
"894",10455,"1",19,"1","2","2","9","1",1400,"1","2","1","1","3","1",750,"1","1","2",30,"5","1","2","6","3","5","5","6","2","2","2","2","2","2","1","3","1","1","ES","1","5","3","1","2","1","2","2","2","2","1","1","1","2","4","3","2","San Benito","62",1.07516720254002,"2"
"895",10467,"1",65,"1","1","1","2","1",1250,"1","2","2","1","1","1",734,"1","1","3",65,"4","1","1","1","1","1","1","6","3","1","1","1","1","1","2","7","2","1","PI","3","5","3","1","1","1","1","1","1","2","1","3","1","2","6","3","2","Punata","56",1.07516720254002,"5"
"896",10468,"1",43,"1","2","2","2","1",1150,"1","2","2","1","3","1",800,"1","1","2",30,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","NP","1","2","2","1","1","1","2","2","2","2","1","1","2","2","6","3","2","Punata","56",1.07516720254002,"1"
"897",10471,"1",55,"1","2","2","3","1",1540,"4","2","1","1","3","1",550,"1","1","3",65,"3","1","1","1","1","1","1","2","2","2","2","2","2","2","1","7","3","1","NP","7","1","3","1","1","1","2","2","1","2","1","2","2","2","3","3","2","Irpa Irpa","30",1.07516720254002,"3"
"898",10483,"1",46,"1","2","1","7","1",1650,"1","2","2","1","1","1",950,"1","1","1",65,"5","1","1","1","1","6","1","1","3","3","1","6","1","2","1","7","2","1","PI","2","1","1","1","1","1","2","2","1","2","1","2","1","2","4","3","3","Huañacahua","29",1.31947700990873,"3"
"899",10484,"1",49,"1","2","2","9","1",700,"1","2","2","1","3","1",790,"1","1","2",140,"3","1","1","6","1","1","1","1","3","1","1","6","1","2","1","7","2","1","AS","2","2","1","1","1","1","2","2","1","2","1","3","2","2","7","3","3","Huañacahua","29",1.31947700990873,"2"
"900",10485,"1",40,"1","2","1","6","1",1650,"1","1","2","1","1","1",480,"1","1","3",150,"3","1","1","6","1","1","1","1","3","1","3","1","6","2","2","7","2","1","AC","2","1","1","1","1","1","2","2","1","2","1","2","1","2","3","3","3","Huañacahua","29",1.31947700990873,"3"
"901",10486,"1",45,"1","2","1","1","1",1750,"1","2","2","1","1","1",750,"1","1","2",20,"3","1","1","1","1","1","1","1","2","1","1","1","1","2","1","7","2","1","AS","2","1","1","1","1","1","2","2","1","2","1","3","2","2","4","3","3","Huañacahua","29",1.31947700990873,"2"
"902",10487,"1",34,"1","2","1","8","1",1350,"1","2","2","1","2","1",450,"3","1","3",35,"2","1","1","1","5","1","2","1","3","1","1","6","1","2","2","7","2","2","AC","3","2","1","1","1","1","2","2","1","2","2","3","2","2","8","3","3","Huañacahua","29",1.31947700990873,"3"
"903",10488,"1",24,"1","2","1","4","1",1650,"2","1","2","1","1","1",3200,"1","1","3",40,"2","1","1","1","1","6","1","1","3","1","1","6","1","2","1","6","1","1","ES","8","1","5","1","1","1","2","2","1","2","1","5","2","2","3","3","3","Huañacahua","29",1.31947700990873,"4"
"904",10489,"1",19,"1","2","1","3","1",1200,"1","2","2","1","3","1",1300,"1","1","2",65,"3","1","1","6","1","1","1","1","3","1","1","6","1","2","2","6","1","1","ES","2","1","1","1","1","1","2","2","1","2","1","3","2","2","8","3","3","Huañacahua","29",1.31947700990873,"2"
"905",10490,"1",24,"1","2","1","8","1",2600,"1","2","2","1","2","1",1200,"1","1","2",55,"4","1","1","5","1","1","1","1","3","1","1","6","1","2","1","6","1","1","CP","2","1","2","1","1","1","2","2","1","2","1","2","2","2","3","3","3","Huañacahua","29",1.31947700990873,"2"
"906",10492,"1",16,"1","2","1","7","1",2300,"1","1","2","1","1","1",660,"1","1","1",65,"5","1","1","1","1","1","1","1","3","3","1","6","1","2","2","2","1","1","ES","2","1","1","1","1","1","2","2","2","2","2","2","1","2","6","3","3","Huañacahua","29",1.31947700990873,"2"
"907",10497,"1",30,"1","2","1","6","1",2650,"1","1","2","1","1","1",3306,"3","1","1",250,"2","1","1","1","5","5","3","6","1","1","1","5","4","6","1","8","1","1","PI","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","3","3","Huañacahua","29",1.31947700990873,"3"
"908",10525,"1",33,"1","1","1","2","1",3000,"1","1","2","1","1","1",840,"1","1","1",100,"3","1","1","6","5","6","1","1","2","3","5","6","1","6","2","2","2","2","NP","3","1","1","1","1","1","1","2","1","2","2","2","2","2","6","3","1","Cochabamba","17",1.16742277433498,"3"
"909",10527,"1",41,"1","1","1","2","1",2500,"4","2","2","1","2","1",850,"1","1","3",150,"4","1","1","5","5","5","1","1","2","3","1","5","1","1","2","6","2","1","NP","3","1","1","1","1","1","2","1","1","2","2","2","2","2","4","3","1","Cochabamba","17",1.16742277433498,"3"
"910",10528,"1",42,"1","1","1","5","1",1100,"4","1","2","1","3","1",850,"1","2","3",200,"3","1","5","1","2","5","5","1","5","3","1","5","5","6","1","2","3","1","NP","1","1","2","1","1","1","2","1","1","1","1","2","2","2","5","3","1","Cochabamba","17",1.16742277433498,"2"
"911",10531,"1",18,"1","1","1","7","1",2100,"1","1","2","1","1","1",850,"1","1","1",100,"5","1","3","6","5","5","3","1","1","3","2","7","1","1","2","3","1","1","ES","3","1","1","1","1","1","1","2","1","1","2","2","1","2","6","3","1","Cochabamba","17",1.16742277433498,"3"
"912",10532,"1",19,"1","1","2","9","1",1500,"1","2","2","1","3","1",1200,"1","1","3",35,"2","1","1","5","1","1","1","1","2","3","4","5","5","1","1","3","1","1","ES","3","1","1","1","1","1","2","2","1","2","2","2","2","2","3","3","1","Cochabamba","17",1.16742277433498,"2"
"913",10533,"1",25,"1","1","1","7","1",2100,"4","1","2","1","1","1",800,"1","1","2",100,"4","1","5","6","1","6","3","5","1","1","2","4","3","5","1","6","1","1","ES","2","2","1","1","1","1","1","2","1","2","1","3","2","2","5","3","1","Cochabamba","17",1.16742277433498,"3"
"914",10541,"1",26,"1","1","1","7","1",2200,"2","2","2","1","1","1",1050,"1","1","1",30,"3","1","1","6","5","1","3","6","7","1","3","1","3","6","2","6","1","1","SB","2","2","2","1","1","1","2","1","1","1","1","1","2","2","6","3","1","Cochabamba","17",1.16742277433498,"3"
"915",10545,"1",22,"1","1","1","7","1",1300,"6","2","2","1","1","1",950,"1","1","3",30,"4","1","3","5","6","6","3","7","7","2","3","2","4","6","2","4","1","1","ES","8","1","3","1","1","1","1","2","1","2","1","3","2","2","6","3","1","Cochabamba","17",1.16742277433498,"4"
"916",10547,"1",28,"1","1","1","5","1",2400,"1","2","2","1","1","1",950,"1","1","2",30,"4","1","1","1","3","6","7","1","1","1","1","1","1","5","1","7","1","1","PI","2","2","3","1","1","1","1","1","1","2","1","2","2","2","6","3","1","Cochabamba","17",1.16742277433498,"4"
