"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"40",128,"1",26,"1","2","1","5","1",3600,"1","2","1","2","3","1",1800,"1","1","1",200,"5","1","1","1","5","1","5","5","7","1","1","7","7","6","1","7","1","1","AS","1","1","3","1","1","1","2","2","1","1","1","2","2","2","4","1","1","El Alto","24",1.66029585357411,"2"
"41",131,"1",28,"1","2","1","3","1",3500,"6","2","2","1","3","1",800,"1","1","1",150,"4","1","6","6","5","1","5","6","7","1","1","7","7","6","2","7","1","1","AS","3","1","3","1","1","1","2","2","1","1","1","2","1","2","5","1","1","El Alto","24",1.66029585357411,"3"
"42",139,"1",33,"1","2","2","1","1",1800,"4","2","1","2","3","1",800,"1","1","2",150,"3","1","6","6","6","1","1","1","1","1","1","1","1","1","1","3","2","1","AS","2","1","2","2","2","1","2","2","2","2","2","0","2","2","7","1","3","Molinos","41",1.87654571814034,"1"
"43",146,"1",36,"1","2","2","2","1",1000,"1","2","2","1","3","1",2000,"1","1","2",100,"2","1","1","5","5","5","1","5","2","5","1","2","1","2","1","2","1","1","CP","2","1","3","1","2","1","2","2","2","2","1","1","2","2","3","1","2","Colquencha","19",1.5290909921583,"2"
"44",150,"1",46,"1","2","2","1","1",1000,"2","2","1","2","3","1",1000,"1","1","3",20,"2","1","1","5","5","1","2","1","3","3","6","1","1","1","1","3","2","1","AS","3","1","3","1","2","1","2","2","1","2","1","1","2","2","4","1","3","Jatuquira","32",1.87654571814034,"2"
"45",151,"1",35,"1","2","1","3","1",2000,"2","2","2","2","3","1",2000,"1","1","3",30,"3","1","1","1","5","1","1","1","1","2","1","1","1","6","2","3","1","1","CP","1","2","2","1","2","1","2","2","2","2","1","1","2","2","3","1","3","Jatuquira","32",1.87654571814034,"1"
"46",153,"1",22,"1","2","2","9","1",2000,"1","2","1","1","3","1",1800,"1","1","1",30,"2","1","1","6","5","1","6","6","3","2","1","6","1","6","1","3","1","1","ES","3","1","2","2","2","1","2","2","2","2","1","1","2","2","5","1","3","Mallku Originario","39",1.87654571814034,"1"
"47",154,"1",19,"1","2","2","9","1",1200,"1","2","2","1","3","1",800,"1","1","3",202,"1","1","1","6","6","1","1","6","2","2","1","2","1","6","2","3","1","2","ES","3","2","2","1","2","1","2","2","2","2","1","1","2","2","3","1","3","Mallku Originario","39",1.87654571814034,"1"
"48",155,"1",17,"1","2","1","6","1",1200,"2","2","2","1","3","1",1001,"1","1","2",20,"2","1","1","5","5","6","1","6","2","3","3","6","1","6","1","2","1","1","ES","2","2","2","2","2","1","2","2","2","2","1","1","2","2","4","1","3","Mallku Originario","39",1.87654571814034,"2"
"49",156,"1",26,"1","2","1","2","1",2000,"1","2","2","1","3","1",1200,"1","1","3",20,"4","1","3","5","5","1","1","5","1","3","5","2","5","2","1","3","1","1","CP","3","2","1","2","2","1","2","2","2","2","1","1","2","2","3","1","3","Molinos","41",1.87654571814034,"2"
"50",311,"1",31,"1","2","2","9","1",1200,"1","1","2","1","3","1",3500,"1","1","1",200,"5","1","6","1","3","3","3","6","7","3","3","2","3","6","1","4","3","1","NP","4","2","3","1","1","1","2","2","1","2","2","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"51",321,"1",58,"1","2","2","9","1",1100,"1","2","2","2","3","1",500,"1","1","1",50,"4","1","1","1","3","3","1","1","1","3","3","3","3","3","2","6","2","1","AC","4","1","3","1","1","1","2","2","2","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"52",332,"1",19,"1","2","2","9","1",2000,"2","1","2","1","3","1",1500,"1","1","1",100,"5","1","1","1","5","1","3","1","1","1","1","1","1","1","1","4","1","1","ES","6","2","3","1","1","1","2","2","2","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"53",334,"1",33,"1","1","1","5","1",2500,"1","1","2","1","2","1",2700,"1","1","1",150,"5","2","6","5","5","5","3","1","2","2","3","2","1","2","1","7","1","1","AS","7","1","5","1","1","1","1","1","1","1","1","2","2","2","2","4","1","Santa Cruz","70",1.61421206239234,"5"
"54",339,"1",26,"1","2","2","9","1",1600,"4","2","2","2","3","1",990,"1","1","3",150,"4","1","6","6","6","6","3","6","1","3","3","2","1","1","2","6","1","1","CP","4","2","3","1","1","1","2","2","2","2","2","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"55",343,"1",30,"1","1","2","9","1",1700,"1","2","2","2","3","1",800,"1","1","1",100,"4","1","1","5","5","3","6","6","1","3","3","3","3","6","2","6","3","1","AS","4","1","2","1","1","1","2","2","2","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"1"
"56",346,"1",22,"1","2","2","9","1",3500,"4","2","1","1","3","1",1000,"1","1","1",50,"5","1","1","1","1","1","3","1","1","1","1","1","1","1","2","6","1","1","ES","4","1","2","1","1","1","2","2","2","2","1","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"57",349,"1",46,"1","2","2","9","1",3000,"2","2","1","1","3","1",1000,"1","1","3",100,"5","1","1","2","1","1","3","1","2","2","1","1","2","2","1","4","2","1","AS","4","1","4","1","1","1","1","1","1","1","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"58",350,"1",34,"1","1","2","9","1",2000,"1","2","1","1","3","1",1500,"1","1","1",100,"5","1","1","1","1","1","3","1","1","1","1","1","1","1","2","4","2","1","NP","4","1","4","1","1","1","1","1","1","1","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"59",357,"1",27,"1","1","1","4","1",1500,"3","1","2","2","3","1",1600,"1","1","3",150,"4","1","6","6","6","6","3","6","6","1","1","7","1","6","2","6","2","1","AC","4","1","3","1","1","1","2","2","1","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"60",359,"1",16,"1","2","1","5","1",1600,"1","1","2","2","3","1",1000,"1","1","3",50,"4","1","6","6","3","3","3","6","6","1","1","1","6","6","2","2","1","1","ES","7","1","5","1","1","1","1","2","1","1","2","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"5"
"61",361,"1",22,"1","2","2","9","1",1000,"4","2","2","1","3","1",900,"1","1","3",100,"4","1","6","6","6","3","3","6","7","3","3","3","1","1","2","6","1","1","ES","7","1","4","1","1","1","2","2","1","2","1","1","1","2","7","4","1","Santa Cruz","70",1.61421206239234,"3"
"62",366,"1",47,"1","2","1","5","1",5000,"1","1","2","1","2","1",1500,"1","1","2",120,"3","1","1","1","1","1","3","1","1","1","1","1","1","1","1","7","2","1","NP","7","1","5","1","1","1","1","1","1","1","1","2","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"5"
"63",368,"1",52,"1","2","2","9","1",2500,"1","2","2","1","3","1",2000,"1","1","3",150,"3","1","1","1","3","5","3","1","1","1","1","1","1","1","2","4","2","1","NP","4","1","4","1","1","1","1","2","2","2","1","2","2","2","2","4","1","Santa Cruz","70",1.61421206239234,"3"
"64",369,"1",27,"1","2","2","9","1",2500,"1","1","2","1","3","1",1800,"1","1","1",150,"5","1","1","1","1","1","3","1","2","2","1","2","2","1","2","7","2","1","NP","4","1","4","1","1","1","1","1","1","1","1","1","2","2","2","4","1","Santa Cruz","70",1.61421206239234,"3"
"65",370,"1",22,"1","2","2","9","1",2500,"4","1","2","1","3","1",1700,"1","1","3",100,"5","1","1","3","5","1","3","1","1","1","1","1","1","1","1","6","1","1","ES","7","1","4","1","1","1","1","1","2","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"66",371,"1",29,"1","2","2","9","1",3500,"2","1","2","1","3","1",2700,"1","1","1",150,"5","1","1","3","2","1","3","1","2","3","2","2","1","1","1","4","2","1","AS","4","1","4","1","1","1","1","1","1","2","2","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"67",372,"1",42,"1","2","2","9","1",1800,"4","2","1","1","3","1",1700,"1","1","1",150,"5","1","1","2","1","2","3","1","1","1","1","1","1","1","2","4","2","1","NP","4","1","4","1","1","1","1","2","2","2","1","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"68",374,"1",18,"1","2","2","9","1",1440,"1","1","2","1","3","1",950,"1","1","3",50,"5","1","1","1","1","1","1","6","7","3","3","3","1","6","1","3","1","1","ES","7","1","4","1","2","1","1","1","1","1","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"69",375,"1",24,"1","2","2","9","1",1600,"3","1","2","1","3","1",1250,"1","1","3",100,"4","1","6","1","1","6","3","6","1","3","3","3","1","1","2","6","1","1","ES","4","1","3","1","1","1","1","2","1","1","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"70",376,"1",29,"1","2","1","3","1",2100,"1","2","1","1","2","1",1450,"1","1","1",150,"4","1","1","1","1","1","3","6","7","3","3","3","1","1","1","4","1","1","NP","4","1","3","1","1","1","2","2","1","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"71",377,"1",26,"1","2","2","9","1",1750,"4","2","2","1","3","1",1100,"1","1","2",100,"5","1","1","6","6","3","5","6","7","3","3","3","1","6","2","7","1","1","AS","3","2","3","1","1","1","1","2","1","1","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"72",378,"1",47,"1","2","1","3","1",1200,"1","1","2","1","1","1",1500,"1","1","1",100,"4","1","5","5","6","5","3","6","7","1","1","3","3","6","2","7","2","1","AS","4","1","4","1","1","1","1","1","1","1","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"73",379,"1",37,"1","2","2","9","1",1400,"1","2","2","1","3","1",1950,"1","1","2",100,"5","1","6","1","5","6","3","6","7","3","3","3","1","6","1","6","2","1","AS","6","1","3","1","1","1","2","2","1","1","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"74",380,"1",33,"1","1","2","9","1",950,"1","2","2","1","3","1",800,"1","1","3",100,"5","1","1","6","6","3","3","6","6","3","3","7","3","6","1","4","3","3","NP","4","2","3","1","1","1","2","2","2","2","2","1","2","2","2","4","1","Santa Cruz","70",1.61421206239234,"2"
"75",386,"1",50,"1","2","2","9","1",1600,"1","2","2","1","3","1",1800,"1","1","1",200,"5","1","6","6","5","5","3","6","7","3","3","2","1","6","1","4","2","1","AS","4","1","2","1","1","1","1","2","2","2","2","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"76",387,"1",35,"1","2","2","9","1",2000,"1","2","2","1","3","1",950,"1","1","3",100,"4","1","6","6","1","1","3","6","7","3","3","3","1","6","2","6","3","1","NP","6","1","2","1","1","1","2","2","1","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"77",388,"1",20,"1","2","2","9","1",1750,"1","1","2","2","3","1",1250,"1","1","1",150,"4","1","1","1","6","6","6","6","7","1","1","3","1","6","1","6","1","1","ES","3","1","2","1","1","1","2","2","1","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"78",389,"1",42,"1","2","1","4","1",1900,"1","2","1","1","2","1",2200,"1","1","2",100,"5","1","6","6","6","6","3","6","3","3","3","3","1","6","1","6","2","1","AS","3","1","2","1","1","1","1","2","1","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"79",390,"1",30,"1","2","2","9","1",1000,"1","2","2","1","3","1",1550,"1","1","3",100,"4","1","1","1","1","6","3","6","3","3","3","3","1","6","2","4","2","1","NP","4","1","3","1","1","1","1","2","2","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"80",391,"1",44,"1","2","1","9","1",1400,"1","2","2","1","3","1",650,"1","1","1",70,"4","1","1","1","1","1","3","6","7","7","3","3","1","1","2","4","3","1","PI","4","2","2","1","1","1","1","2","1","2","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"81",392,"1",53,"1","1","1","4","1",2000,"1","1","2","1","1","1",1400,"1","1","2",170,"4","1","6","6","6","5","6","6","7","3","1","3","3","6","1","4","2","1","AS","4","1","2","1","1","1","2","2","1","1","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"82",393,"1",19,"1","2","1","3","1",1900,"1","1","2","1","3","1",1600,"1","1","3",80,"4","1","6","1","5","5","6","6","3","3","3","6","3","6","1","6","1","1","ES","3","1","2","1","1","1","1","2","2","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"83",394,"1",24,"1","2","1","5","1",1400,"1","2","2","1","3","1",1500,"1","1","2",100,"4","1","6","6","5","5","5","6","7","3","3","3","1","6","1","6","1","1","ES","7","1","2","1","1","1","1","2","2","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"84",395,"1",14,"1","2","2","9","1",1800,"1","1","2","1","3","1",1500,"1","1","1",100,"5","1","1","1","5","5","5","6","7","3","6","6","6","6","2","2","1","1","ES","4","1","2","1","1","1","2","2","2","2","1","2","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"85",396,"1",39,"1","2","2","9","1",1700,"1","1","2","1","3","1",900,"1","1","3",50,"4","1","6","6","1","1","1","1","7","3","1","3","3","6","2","3","2","1","AC","4","1","2","1","1","1","1","2","1","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"86",397,"1",24,"1","2","1","3","1",1700,"1","2","2","1","2","1",2100,"1","1","1",100,"5","1","6","5","5","5","6","6","7","7","3","6","1","6","2","6","1","1","ES","4","4","2","1","1","1","2","1","1","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"87",398,"1",30,"1","1","1","5","1",2200,"1","1","2","1","2","1",1700,"1","1","1",50,"4","1","5","6","5","6","6","6","7","3","3","5","6","6","1","4","2","1","NP","4","1","2","1","1","1","2","2","1","1","2","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"88",399,"1",34,"1","1","1","6","1",1800,"1","2","1","1","2","1",1500,"1","1","1",100,"4","1","1","1","5","1","4","6","1","3","1","3","1","3","2","6","1","1","SB","4","1","2","1","1","1","1","2","2","1","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"89",400,"1",37,"1","2","2","9","1",2000,"1","1","2","1","3","1",2100,"1","2","1",300,"4","2","1","1","5","4","4","6","1","3","1","3","1","6","1","7","1","1","AS","4","1","3","1","1","1","1","1","1","1","1","2","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"90",401,"1",44,"1","1","1","5","1",3000,"1","1","2","1","1","1",4000,"1","1","1",200,"5","2","1","1","4","1","4","1","1","1","1","1","1","1","2","8","2","1","PI","8","1","6","1","1","1","1","1","1","1","1","1","1","1","3","4","1","Santa Cruz","70",1.61421206239234,"5"
"91",403,"1",31,"1","1","1","5","1",3000,"1","1","2","1","2","1",4000,"1","1","2",150,"4","1","1","3","1","1","1","1","3","3","1","1","2","2","2","4","2","1","NP","4","1","3","1","1","1","1","1","1","1","1","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"4"
"92",404,"1",17,"1","1","1","7","1",3000,"1","1","2","1","1","1",2500,"1","2","1",260,"5","1","1","1","4","1","1","1","1","1","1","1","1","1","1","2","1","1","ES","3","1","3","1","1","1","1","1","1","1","1","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"93",407,"1",52,"1","1","1","5","1",3500,"1","1","2","1","1","1",2800,"1","2","1",300,"5","1","1","1","4","1","4","1","1","1","1","1","1","1","1","4","2","1","NP","4","1","5","1","1","1","1","1","1","1","1","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"4"
"94",408,"1",24,"1","1","1","7","1",5500,"1","1","2","1","1","1",4000,"1","2","1",500,"5","2","4","4","4","1","4","1","1","1","1","1","1","1","1","6","2","1","CP","8","1","5","1","1","1","1","1","1","1","1","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"5"
"95",409,"1",23,"1","1","1","5","1",5000,"1","1","2","1","1","1",4000,"1","2","2",400,"5","2","4","4","4","1","4","4","5","4","4","4","4","4","2","6","1","1","ES","8","1","6","1","1","1","1","1","1","1","1","1","1","1","4","4","1","Santa Cruz","70",1.61421206239234,"5"
"96",412,"1",50,"1","1","2","9","1",1800,"1","1","2","1","3","1",2800,"1","1","1",100,"4","1","1","1","1","1","4","1","1","1","1","1","1","1","1","4","2","1","NP","4","1","4","1","1","1","1","1","1","1","1","2","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"97",420,"1",42,"1","1","1","3","1",1500,"1","1","2","1","1","1",2100,"1","1","1",100,"5","2","6","5","5","5","6","6","1","3","3","3","1","6","2","4","2","1","AS","4","1","2","1","1","1","2","2","1","1","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"98",421,"1",24,"1","2","2","9","1",1400,"1","1","2","1","3","1",1600,"1","1","3",80,"4","1","6","1","6","1","3","6","1","3","3","3","1","6","2","4","1","1","SB","3","1","2","1","1","1","2","2","1","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"99",422,"1",64,"1","2","2","9","1",1700,"1","2","2","1","3","1",900,"1","1","1",100,"4","1","1","1","1","1","3","6","1","3","3","3","1","1","2","3","2","1","AS","3","2","2","1","1","1","2","2","2","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"1"
"100",423,"1",66,"1","2","1","4","1",1700,"1","2","2","2","2","1",1200,"1","1","3",150,"5","1","1","1","1","4","3","6","7","3","3","2","1","6","1","3","3","1","NP","3","2","2","1","1","1","2","2","2","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"101",424,"1",70,"1","2","2","9","1",2000,"1","1","2","2","3","1",1800,"1","1","1",200,"4","1","1","1","6","6","3","6","7","3","3","5","3","6","1","6","4","1","NP","6","1","3","1","1","1","1","2","2","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"102",425,"1",19,"1","2","1","2","1",1000,"1","1","2","2","3","1",1300,"1","1","1",200,"4","1","6","1","1","1","3","6","1","3","3","6","6","6","2","6","1","1","ES","7","1","2","1","1","1","1","2","2","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"103",426,"1",53,"1","2","1","9","1",1300,"1","2","2","1","1","1",850,"1","1","1",50,"4","1","1","1","6","1","6","6","1","3","3","3","3","6","2","7","2","1","AS","4","1","3","1","2","2","2","2","2","2","2","2","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"104",428,"1",30,"1","2","2","9","1",1600,"1","2","2","1","3","1",1400,"1","1","1",70,"3","1","6","1","5","1","6","6","3","3","1","2","1","6","2","7","1","1","AS","3","2","3","1","1","1","1","2","2","1","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"105",429,"1",19,"1","2","1","3","1",1200,"1","2","2","1","2","1",1100,"1","1","3",50,"4","1","6","1","6","6","1","6","3","3","3","2","1","6","1","4","1","1","ES","3","2","2","1","1","1","1","2","1","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"106",444,"1",19,"1","2","1","5","1",1800,"4","2","1","1","3","1",2100,"1","1","1",200,"5","1","1","1","1","3","3","1","1","1","1","1","1","1","1","3","1","1","ES","4","1","4","1","1","1","1","2","2","2","1","1","2","2","4","4","2","Puerto Quijarro","54",1.48664897206359,"3"
"107",445,"1",24,"1","2","1","5","1",2000,"1","2","1","1","3","1",2300,"1","1","1",200,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","ES","4","1","4","1","1","1","1","1","1","2","1","1","2","2","3","4","2","Puerto Quijarro","54",1.48664897206359,"4"
"108",449,"1",20,"1","2","1","3","1",2800,"1","2","2","2","2","1",499,"1","1","1",30,"5","1","1","1","1","1","3","1","3","1","1","5","3","1","2","3","1","1","ES","2","4","2","1","1","1","2","2","2","2","1","2","2","1","8","4","2","Warnes","95",1.48664897206359,"3"
"109",450,"1",29,"1","2","2","2","1",3500,"4","1","2","1","3","1",1800,"1","1","1",60,"5","1","1","1","5","6","6","5","1","1","1","1","1","6","1","6","1","1","SB","2","2","3","1","1","1","1","2","1","2","1","1","2","2","4","4","2","Warnes","95",1.48664897206359,"3"
"110",451,"1",30,"1","2","2","5","1",1800,"1","2","2","1","3","1",1500,"1","1","1",100,"3","1","5","5","6","1","1","5","1","1","1","1","1","1","1","6","1","1","AS","6","1","2","1","1","1","2","2","2","2","1","1","2","2","1","4","2","Warnes","95",1.48664897206359,"1"
"111",452,"1",36,"1","2","2","7","1",3000,"1","1","2","1","3","1",2500,"1","2","3",300,"3","1","1","1","1","1","1","6","1","1","1","1","1","1","2","3","1","1","CP","2","1","2","1","1","1","1","2","1","2","2","1","2","2","3","4","2","Warnes","95",1.48664897206359,"2"
"112",453,"1",19,"1","2","1","3","1",1700,"1","1","2","2","1","1",1800,"1","1","1",100,"4","1","1","2","1","2","1","1","1","1","1","1","1","1","1","3","1","1","ES","4","1","4","1","1","1","2","2","2","2","1","2","2","2","2","4","2","San Ignacio","64",1.48664897206359,"3"
"113",454,"1",49,"1","2","2","9","1",2000,"1","2","1","1","3","1",1200,"1","1","1",150,"5","1","1","1","1","1","6","1","1","1","1","1","1","1","2","3","2","1","NP","4","1","4","1","1","1","1","2","2","2","1","2","1","1","3","4","2","San Ignacio","64",1.48664897206359,"4"
"114",455,"1",51,"1","2","2","9","1",1800,"1","2","1","1","3","1",1700,"1","1","2",150,"3","1","1","3","1","2","2","1","2","3","2","1","1","1","1","4","2","1","NP","4","2","4","1","1","1","1","1","2","2","1","1","2","2","3","4","2","San Ignacio","64",1.48664897206359,"3"
"115",457,"1",19,"1","2","1","5","1",2500,"1","2","1","1","3","1",2700,"1","1","1",150,"2","1","1","1","1","1","3","1","1","1","1","1","1","1","2","3","1","1","ES","4","1","3","1","2","1","2","2","2","2","1","1","2","2","4","4","2","Valle Grande","87",1.48664897206359,"2"
"116",458,"1",24,"1","2","2","9","1",3000,"1","2","1","1","3","1",1900,"1","1","2",100,"5","1","1","1","1","1","3","1","1","1","1","1","1","1","1","4","1","1","ES","4","2","3","1","2","1","2","2","2","2","1","1","2","2","5","4","2","Valle Grande","87",1.48664897206359,"2"
"117",459,"1",28,"1","2","1","9","1",2000,"1","2","1","1","3","1",2700,"1","1","1",200,"5","1","1","1","1","1","3","1","2","2","1","1","1","1","2","4","2","1","NP","4","1","3","1","2","1","2","2","2","2","1","1","2","2","5","4","2","Valle Grande","87",1.48664897206359,"2"
"118",460,"1",31,"1","2","1","5","1",3600,"4","2","1","1","3","1",1700,"1","1","1",150,"5","1","1","1","1","1","3","1","3","5","4","3","4","1","1","4","2","1","NP","4","1","4","1","2","1","1","2","2","2","1","2","2","2","5","4","2","Valle Grande","87",1.48664897206359,"3"
"119",461,"1",28,"1","2","1","7","1",600,"1","1","2","1","1","1",300,"1","1","3",20,"3","1","1","1","1","1","1","6","1","1","1","1","1","6","2","3","2","1","AC","4","1","2","1","1","1","1","1","2","2","1","2","2","2","4","4","2","Cotoca","21",1.48664897206359,"3"
"120",462,"1",19,"1","2","1","7","1",3500,"2","1","2","1","1","1",1600,"1","2","3",150,"3","1","6","6","6","6","6","1","3","3","3","3","3","6","2","6","1","1","AS","7","1","2","1","1","1","1","1","2","2","1","4","1","2","3","4","2","Cotoca","21",1.48664897206359,"4"
"121",463,"1",24,"1","2","2","9","1",2800,"1","2","2","1","3","1",150,"1","1","1",20,"1","1","1","1","1","1","1","1","1","1","5","1","1","6","1","3","1","1","CP","3","1","1","1","1","1","1","2","2","2","1","1","2","1","4","4","2","Cotoca","21",1.48664897206359,"3"
"122",465,"1",34,"1","2","1","9","1",3500,"1","1","2","1","3","1",700,"1","1","1",100,"5","1","1","1","1","1","1","1","1","3","1","3","1","1","1","2","2","1","NP","2","1","3","1","1","1","1","2","2","2","2","1","1","1","4","4","2","Mineros","40",1.48664897206359,"4"
"123",468,"1",24,"1","1","1","5","1",1200,"1","2","2","2","1","1",1200,"1","1","1",50,"4","1","1","1","6","1","6","6","1","1","1","1","1","1","1","6","1","1","AS","6","1","4","1","2","1","2","2","2","2","2","1","2","2","4","4","2","Camiri","10",1.48664897206359,"2"
"124",473,"1",25,"1","2","1","2","1",1000,"1","2","2","2","3","1",1000,"1","1","1",20,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","CP","2","1","2","1","2","1","2","2","2","2","1","1","2","2","5","4","2","Santa Rita","72",1.48664897206359,"2"
"125",474,"1",27,"1","2","1","7","1",2000,"1","2","2","1","3","1",600,"1","1","1",30,"5","1","1","1","5","1","1","1","2","5","3","6","7","4","2","6","1","1","SB","1","2","2","1","2","1","2","2","2","2","1","1","2","2","7","4","2","Santa Rita","72",1.48664897206359,"1"
"126",475,"1",39,"1","2","2","9","1",600,"1","2","2","1","3","1",1500,"1","1","1",20,"3","1","3","5","5","2","5","2","5","1","1","3","2","1","1","3","1","1","EM","3","1","3","1","2","1","2","2","2","2","1","1","2","2","7","4","2","Santa Rita","72",1.48664897206359,"2"
"127",478,"1",28,"1","2","1","3","1",1900,"1","2","2","1","1","1",1800,"1","1","2",50,"3","1","5","5","5","5","5","4","5","5","5","5","5","6","1","8","1","1","CP","8","1","2","1","1","1","2","2","1","2","2","1","2","2","4","4","2","Comarapa","20",1.48664897206359,"3"
"128",479,"1",25,"1","2","2","9","1",800,"1","2","2","1","3","1",800,"1","1","1",100,"3","1","1","1","1","1","1","1","1","1","1","1","1","6","2","4","1","1","AS","4","1","1","1","1","1","2","2","2","2","1","1","2","2","2","4","2","Comarapa","20",1.48664897206359,"1"
"129",483,"1",48,"1","2","2","9","1",1000,"1","2","2","1","3","1",800,"1","1","2",100,"4","1","1","6","1","1","6","6","1","1","1","3","3","6","1","4","3","1","AS","4","1","3","1","2","1","2","2","2","2","1","1","2","2","5","4","2","San Ramon (Sta)","68",1.48664897206359,"2"
"130",485,"1",21,"1","2","2","9","1",1400,"1","2","2","2","3","1",758,"1","1","1",100,"4","1","1","1","5","1","5","6","1","1","1","1","1","6","1","3","1","1","AS","4","2","3","1","2","1","2","2","2","2","2","1","2","2","3","4","2","San Ramon (Sta)","68",1.48664897206359,"2"
"131",487,"1",55,"1","2","2","9","1",1600,"1","2","2","2","3","1",650,"1","1","1",100,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","2","1","PI","4","2","2","1","2","1","2","2","2","2","1","1","2","2","4","4","2","El Carmen Rivero","25",1.48664897206359,"1"
"132",491,"1",34,"1","2","2","9","1",1500,"2","2","2","2","3","1",1300,"1","1","1",100,"4","1","1","6","6","1","3","6","7","3","3","2","1","6","1","6","2","3","AS","6","1","2","1","2","1","2","2","2","2","1","1","2","2","4","4","3","Quebrada León","57",1.82445961503308,"1"
"133",494,"1",48,"1","2","2","9","1",1800,"1","2","2","1","3","1",700,"1","1","1",100,"4","1","6","1","1","6","1","6","7","3","3","3","1","6","1","3","3","1","AS","3","1","2","1","2","1","2","2","2","2","1","1","2","2","3","4","3","Quebrada León","57",1.82445961503308,"1"
"134",500,"1",32,"1","2","2","9","1",2500,"1","2","1","1","3","1",1400,"1","1","1",150,"5","1","1","1","1","3","3","1","1","1","1","1","1","1","1","4","1","1","AS","4","1","2","1","2","1","2","2","2","2","1","1","2","2","4","4","3","Huasa Cañada","28",1.82445961503308,"1"
